2022-04-01 14:26:42,478 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-04-01 14:26:42,496 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-04-01 14:26:42,497 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-04-01 14:26:42,497 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-04-01 14:26:42,500 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-04-01 14:26:42,501 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-04-01 14:26:42,502 INFO  SwAddin.cs: 201 - Setting up command manager
2022-04-01 14:26:42,502 INFO  SwAddin.cs: 204 - Adding command manager
2022-04-01 14:26:42,504 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-04-01 14:26:42,505 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-04-01 14:26:42,505 INFO  SwAddin.cs: 210 - Adding event handlers
2022-04-01 14:26:42,519 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-04-01 15:11:15,368 INFO  SwAddin.cs: 294 - Assembly export called for file TYhand_tset.SLDASM
2022-04-01 15:11:15,370 INFO  SwAddin.cs: 299 - Save is required
2022-04-01 15:11:15,370 INFO  SwAddin.cs: 313 - Saving assembly
2022-04-01 15:11:15,752 INFO  SwAddin.cs: 316 - Opening property manager
2022-04-01 15:11:15,764 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYhand_tset.SLDASM
2022-04-01 15:11:15,768 INFO  ExportHelperExtension.cs: 1136 - Found 77 in TYhand_tset.SLDASM
2022-04-01 15:11:15,768 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [CoordSys] in TYhand_tset.SLDASM
2022-04-01 15:11:15,769 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-04-01 15:11:15,769 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2022-04-01 15:11:15,770 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYtest2-1
2022-04-01 15:11:15,770 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-1
2022-04-01 15:11:15,771 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TYtest2-1
2022-04-01 15:11:15,771 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYtest2-2
2022-04-01 15:11:15,771 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-2
2022-04-01 15:11:15,771 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TYtest2-2
2022-04-01 15:11:15,772 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYpalm2-1
2022-04-01 15:11:15,772 INFO  ExportHelperExtension.cs: 1136 - Found 168 in TYpalm2-1
2022-04-01 15:11:15,773 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TYpalm2-1
2022-04-01 15:11:15,773 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYtest2-3
2022-04-01 15:11:15,773 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-3
2022-04-01 15:11:15,774 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TYtest2-3
2022-04-01 15:11:15,774 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYtest2-4
2022-04-01 15:11:15,774 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-4
2022-04-01 15:11:15,775 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TYtest2-4
2022-04-01 15:11:15,775 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYtest4-1
2022-04-01 15:11:15,775 INFO  ExportHelperExtension.cs: 1136 - Found 26 in TYtest4-1
2022-04-01 15:11:15,775 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TYtest4-1
2022-04-01 15:11:15,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYpalm1-1
2022-04-01 15:11:15,776 INFO  ExportHelperExtension.cs: 1136 - Found 155 in TYpalm1-1
2022-04-01 15:11:15,777 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TYpalm1-1
2022-04-01 15:11:15,777 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TYthumb_left-1
2022-04-01 15:11:15,778 INFO  ExportHelperExtension.cs: 1136 - Found 148 in TYthumb_left-1
2022-04-01 15:11:15,778 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in TYthumb_left-1
2022-04-01 15:11:15,779 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from TYhand_tset.SLDASM
2022-04-01 15:11:15,779 INFO  ExportHelperExtension.cs: 1136 - Found 77 in TYhand_tset.SLDASM
2022-04-01 15:11:15,779 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in TYhand_tset.SLDASM
2022-04-01 15:11:15,780 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-04-01 15:11:15,780 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2022-04-01 15:11:15,780 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from TYtest2-1
2022-04-01 15:11:15,780 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-1
2022-04-01 15:11:15,781 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in TYtest2-1
2022-04-01 15:11:15,781 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from TYtest2-2
2022-04-01 15:11:15,781 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-2
2022-04-01 15:11:15,782 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in TYtest2-2
2022-04-01 15:11:15,782 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from TYpalm2-1
2022-04-01 15:11:15,782 INFO  ExportHelperExtension.cs: 1136 - Found 168 in TYpalm2-1
2022-04-01 15:11:15,783 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in TYpalm2-1
2022-04-01 15:11:15,783 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from TYtest2-3
2022-04-01 15:11:15,783 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-3
2022-04-01 15:11:15,783 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in TYtest2-3
2022-04-01 15:11:15,784 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from TYtest2-4
2022-04-01 15:11:15,784 INFO  ExportHelperExtension.cs: 1136 - Found 41 in TYtest2-4
2022-04-01 15:11:15,784 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in TYtest2-4
